,Phrase,Sentiment
1130,"['emotional', 'seesawing', 'hard', 'figure', 'depth', 'two', 'literary', 'figure', 'even', 'time', 'lived']",1
1131,"['combination', 'lightness', 'strictness', 'instance', 'give', 'italian', 'beginner', 'amiable', 'aimlessness', 'keep', 'seeming', 'predictably', 'formulaic']",2
1132,"['continually', 'challenge', 'perception', 'guilt', 'innocence', 'good', 'guy', 'bad', 'asks', 'u', 'whether', 'noble', 'end', 'justify', 'evil', 'mean']",3
1133,"['good', 'naturedly', 'cornball', 'sequel']",3
1134,"['moonlight', 'mile', 'quite', 'go', 'distance', 'cast', 'impressive', 'give', 'life', 'broken', 'character', 'trying', 'make', 'way', 'tragedy']",3
1135,"['ararat', 'went', 'astray']",1
1136,"['documentary', 'much', 'conventional', 'lot', 'boring', 'talking', 'head', 'etc', 'subject', 'matter', 'justice']",0
1137,"['discursive', 'oddly', 'riveting', 'documentary']",3
1138,"['feature', 'necessary', 'hole', 'head']",1
1139,"['movie', 'got', 'grinning']",3
1140,"['film', 'virtually', 'choke', 'self', 'consciousness']",2
1141,"['one', 'plain', 'unimaginative', 'romantic', 'comedy', 'ever', 'seen']",1
1142,"['rare', 'imax', 'movie', 'wish', 'longer', 'hour']",3
1143,"['matrix', 'style', 'massacre', 'erupt', 'throughout', 'movie', 'tougher', 'time', 'balancing', 'violence', 'kafka', 'inspired', 'philosophy']",1
1144,"['elegantly', 'produced', 'expressively', 'performed', 'six', 'musical', 'number', 'crystallize', 'key', 'plot', 'moment', 'minutely', 'detailed', 'wonder', 'dreamlike', 'ecstasy']",4
1145,"['filmed', 'tosca', 'first', 'way', 'pretty', 'good', 'job', 'filmed', 'tosca', 'want']",3
1146,"['lavishly', 'exhilaratingly', 'tasteless']",2
1147,"['would', 'unendurable', 'viewing', 'experience', 'ultra', 'provincial', 'new', 'yorker', 'year', 'old', 'reese', 'witherspoon', 'hand', 'inject', 'pure', 'fantasy', 'character', 'melanie', 'carmichael', 'massive', 'infusion', 'old', 'fashioned', 'hollywood', 'magic']",3
1148,"['richard', 'pryor', 'mined', 'personal', 'horror', 'came', 'treasure', 'chest', 'material', 'lawrence', 'give', 'u', 'mostly', 'fool', 'gold']",1
1149,"['thing', 'look', 'like', 'made', 'home', 'video', 'quickie']",2
1150,"['slender', 'plot', 'feel', 'especially', 'thin', 'stretched', 'nearly', 'minute', 'running', 'time']",1
1151,"['reminiscent', 'alfred', 'hitchcock', 'thriller', 'scary', 'part', 'sign', 'occur', 'waiting', 'thing', 'happen']",3
1152,"['merchant', 'ivory', 'team', 'continues', 'systematically', 'destroy', 'everything', 'hold', 'dear', 'cinema', 'begun', 'split', 'even', 'damage']",1
1153,"['bad', 'sign', 'thriller', 'instantly', 'know', 'whodunit']",1
1154,"['thoughtful', 'unflinching', 'examination', 'alternative', 'lifestyle', 'sex', 'stranger', 'success']",3
1155,"['cockeyed', 'shot', 'way']",1
1156,"['befuddled', 'characterization', 'begin', 'seem', 'long', 'two', 'year', 'affair', 'subject']",1
1157,"['press', 'delete', 'key']",0
1158,"['plot', 'paper', 'thin', 'character', 'interesting', 'enough', 'watch', 'go', 'daily', 'activity', 'two', 'whole', 'hour']",0
1159,"['best', 'movie', 'many', 'moon', 'passion', 'sometimes', 'fuel', 'best', 'achievement', 'time', 'leave', 'u', 'stranded', 'nothing', 'lesser', 'appetite']",3
1160,"['like', 'smith', 'making', 'fun', 'people', 'laughing']",3
1161,"['best', 'guarded', 'resentful', 'betty', 'manipulative', 'yet', 'needy', 'margot', 'front', 'center']",2
1162,"['director', 'tom', 'dey', 'demonstrated', 'knack', 'mixing', 'action', 'idiosyncratic', 'humor', 'charming', 'debut', 'shanghai', 'noon', 'showtime', 'uninspired', 'send', 'tv', 'cop', 'show', 'cliche', 'mostly', 'leaf', 'shooting', 'blank']",3
1163,"['wo', 'argue', 'anyone', 'call', 'slacker', 'dumb', 'insulting', 'childish', 'laughed', 'much', 'mind']",2
1164,"['sparkling', 'often', 'hilarious', 'romantic', 'jealousy', 'comedy', 'attal', 'look', 'much', 'like', 'young', 'robert', 'deniro', 'seems', 'film', 'instead', 'called', 'husband', 'travis', 'bickle']",4
1165,"['throw', 'quirky', 'character', 'odd', 'situation', 'kilter', 'dialogue', 'u', 'say', 'look']",3
1166,"['surprisingly', 'flat', 'retread', 'hobbled', 'half', 'baked', 'setup', 'sluggish', 'pacing']",0
1167,"['hard', 'understand', 'anyone', 'right', 'mind', 'would', 'even', 'think', 'make', 'attraction', 'movie']",0
1168,"['aside', 'showing', 'u', 'explicit', 'detail', 'difficult', 'win', 'two', 'drink', 'minimum', 'crowd', 'little', 'learned', 'watching', 'comedian']",2
1169,"['one', 'best', 'understated', 'performance', 'jack', 'nicholson', 'career']",4
1170,"['intense', 'effective', 'film', 'loneliness', 'chilly', 'anonymity', 'environment', 'many', 'u', 'spend', 'much', 'time']",3
1171,"['still', 'comic', 'book', 'maguire', 'make', 'comic', 'book', 'soul']",3
1172,"['film', 'falter', 'tone']",1
1173,['amazing'],4
1174,"['modestly', 'comic', 'modestly', 'action', 'oriented', 'world', 'war', 'ii', 'adventure', 'term', 'authenticity', 'one', 'film', 'requires', 'enemy', 'never', 'shoot', 'straight']",2
1175,"['wow', 'knew', 'charles', 'dickens', 'could', 'light', 'hearted']",3
1176,"['hey', 'happy']",3
1177,"['movie', 'anyway']",1
1178,"['get', 'job', 'done', 'running', 'limited', 'chemistry', 'created', 'ralph', 'fiennes', 'jennifer', 'lopez']",1
1179,"['simply', 'portrait', 'early', 'extreme', 'sport', 'peek', 'skateboard', 'revolution', 'skateboard', 'film', 'social', 'anthropology']",2
1180,"['live', 'wire', 'film', 'never', 'loses', 'ability', 'shock', 'amaze']",4
1181,"['kirshner', 'win', 'close']",2
1182,"['like', 'rudy', 'yellow', 'lodge', 'eyre', 'need', 'take', 'good', 'sweat', 'clarify', 'cinematic', 'vision', 'next', 'creation', 'remember', 'lesson', 'trickster', 'spider']",0
1183,"['large', 'format', 'film', 'well', 'suited', 'capture', 'musician', 'full', 'regalia', 'incredible', 'imax', 'sound', 'system', 'let', 'feel', 'beat', 'toe']",4
1184,"['even', 'bigger', 'ambitious', 'first', 'installment', 'spy', 'kid', 'look', 'made', 'highly', 'gifted', 'year', 'old', 'instead', 'grown', 'man']",1
1185,"['lead', 'unmemorable', 'despite', 'several', 'attempt', 'lengthy', 'dialogue', 'scene', 'one', 'eventually', 'resents', 'inhale', 'gutter', 'romancer', 'secondhand', 'material']",0
1186,"['none', 'suavity', 'classical', 'familiarity', 'bond', 'much', 'good', 'laugh']",2
1187,"['heat', 'moment', 'prevails']",3
1188,"['wait', 'hit', 'cable']",2
1189,"['bigelow', 'handle', 'nuclear', 'crisis', 'sequence', 'evenly', 'milk', 'drama', 'building', 'suspense', 'drag', 'many', 'scene', 'toward', 'end', 'move', 'quickly']",1
1190,"['satisfying', 'niblet']",3
1191,"['fascinate', 'recklessness']",3
1192,"['seen', 'film', 'lately', 'may', 'surprised', 'variety', 'tone', 'spielberg', 'work']",3
1193,"['lika', 'da', 'accent', 'good', 'thoroughly', 'enjoyed', 'love', 'story']",3
1194,"['movie', 'biggest', 'shock', 'come', 'seeing', 'former', 'nymphette', 'juliette', 'lewis', 'playing', 'salt', 'earth', 'mommy', 'named', 'minnie', 'watching', 'slim', 'travel', 'incognito', 'ridiculous', 'wig', 'respectable', 'halloween', 'costume', 'shop', 'would', 'ever', 'try', 'sell']",1
1195,"['timid', 'soggy', 'near', 'miss']",1
1196,"['hard', 'may', 'believe', 'earth', 'surprisingly', 'similar', 'teen', 'drama', 'better', 'film']",1
1197,"['far', 'frothy', 'piece', 'character', 'complex', 'laden', 'plenty', 'baggage', 'tinged', 'tragic', 'undertone']",3
1198,"['execution', 'pedestrian', 'positive', 'comment', 'make', 'rob', 'schneider', 'actually', 'turn', 'pretty', 'convincing', 'performance', 'prissy', 'teenage', 'girl']",2
1199,"['watching', 'e', 'era', 'dominated', 'cold', 'loud', 'special', 'effect', 'laden', 'extravaganza', 'one', 'struck', 'le', 'lavish', 'grandeur', 'intimacy', 'precision']",2
1200,"['looking', 'story', 'bother']",1
1201,"['cast', 'spot', 'mood', 'laid', 'back']",3
1202,['absurdity'],2
1203,"['party', 'hearty', 'teen', 'flick', 'scald', 'like', 'acid']",1
1204,"['moving', 'stark', 'reminder', 'casualty', 'war', 'reach', 'much', 'imagine']",4
1205,"['made', 'tv', 'something', 'posing', 'real', 'movie']",0
1206,"['astonishing', 'frame', 'profound', 'ethical', 'philosophical', 'question', 'form', 'dazzling', 'pop', 'entertainment']",4
1207,"['fan', 'plympton', 'short', 'may', 'marginally', 'enjoy', 'film', 'doubtful', 'listless', 'feature', 'win', 'new', 'viewer']",1
1208,"['problem', 'bread', 'sweet', 'far', 'sentimental']",1
1209,"['tolerate', 'redneck', 'versus', 'blueblood', 'cliche', 'film', 'trade', 'sweet', 'home', 'alabama', 'diverting', 'manner', 'jeff', 'foxworthy', 'stand', 'act']",2
1210,"['oh', 'look', 'clever', 'angle']",3
1211,"['crass', 'insulting', 'homage', 'great', 'film', 'like', 'like', 'hot', 'john', 'wayne', 'classic']",0
1212,"['version', 'move', 'beyond', 'original', 'nostalgia', 'communal', 'film', 'experience', 'yesteryear', 'deeper', 'realization', 'cinema', 'inability', 'stand', 'true', 'lived', 'experience']",2
1213,"['since', 'lee', 'sentimentalist', 'film', 'worshipful', 'random', 'e']",2
1214,"['know', 'frailty', 'turn', 'bill', 'paxton', 'list', 'director', 'rest', 'contentedly', 'knowledge', 'made', 'least', 'one', 'damn', 'fine', 'horror', 'movie']",3
1215,"['movie', 'certain', 'scene', 'particular', 'brought', 'uncomfortably', 'close', 'losing', 'lunch']",0
1216,"['heavy', 'stench', 'done', 'hanging', 'film']",1
1217,"['addicted', 'film', 'violence', 'form', 'find', 'anything', 'appreciate']",2
1218,"['santa', 'clause', 'plot', 'may', 'sound', 'like', 'co', 'written', 'mattel', 'executive', 'lobbyist', 'tinsel', 'industry']",1
1219,"['energizing', 'intoxicating', 'documentary', 'charting', 'rise', 'hip', 'hop', 'culture', 'general', 'art', 'scratching', 'turntablism', 'particular']",4
1220,"['social', 'political', 'potential', 'state', 'property', 'end', 'inspiring', 'insightful']",1
1221,"['instead', 'hitting', 'audience', 'head', 'moral', 'schrader', 'relies', 'subtle', 'irony', 'visual', 'device', 'convey', 'point', 'view']",3
1222,"['compellingly', 'watchable']",4
1223,"['slightly', 'flawed', 'fairly', 'unbelievable', 'finale', 'everything', 'else', 'top', 'shelf']",3
1224,"['heist', 'flick', 'young', 'brooklyn', 'hood', 'shelf', 'two', 'year', 'capitalize', 'popularity', 'vin', 'diesel', 'seth', 'green', 'barry', 'pepper']",2
1225,"['movie', 'spends', 'time', 'schneider', 'newcomer', 'mcadams', 'even', 'though', 'performance', 'interesting', 'funnier']",1
1226,"['certainly', 'good', 'movie', 'horrible', 'either']",1
1227,"['blisteringly', 'rude', 'scarily', 'funny', 'sorrowfully', 'sympathetic', 'damage', 'survey', 'film', 'kieran', 'culkin', 'pitch', 'perfect', 'holden']",4
1228,['scary'],1
1229,"['see', 'relationship', 'including', 'son', 'wife', 'wife', 'father', 'two', 'brother', 'incredible', 'subtlety', 'acumen']",3
1230,"['like', 'fish', 'lived', 'long', 'austin', 'power', 'goldmember', 'unnecessary', 'part', 'kinda', 'wrong', 'place']",1
1231,"['grant', 'cary', 'bullock', 'katherine']",1
1232,"['seriocomic', 'debut', 'extravagant', 'promise', 'georgian', 'israeli', 'director', 'dover', 'kosashvili']",3
1233,"['clever', 'thriller', 'enough', 'unexpected', 'twist', 'keep', 'interest']",3
1234,"['fan', 'might', 'like', 'trying', 'eat', 'brussels', 'sprout']",1
1235,"['movie', 'eventually', 'snap', 'strain', 'plot', 'contrivance', 'need', 'reassure']",1
1236,"['maelstrom', 'strange', 'compelling', 'engrossing', 'different', 'moral', 'tale', 'twisted', 'sense', 'humor']",4
1237,"['touching', 'small', 'scale', 'story', 'family', 'responsibility', 'care', 'community']",3
1238,"['boast', 'eye', 'catching', 'art', 'direction', 'forcefully', 'quirky', 'tone', 'quickly', 'wear', 'limited', 'welcome']",1
1239,"['smart', 'movie', 'know', 'classical', 'music', 'know', 'freud', 'know', 'sade']",3
1240,"['kinnear', 'give', 'best', 'screen', 'performance', 'oddly', 'winning', 'portrayal', 'one', 'life', 'ultimate', 'loser']",4
1241,"['work', 'fantastic']",4
1242,"['movie', 'never', 'seems', 'fresh', 'vital']",2
1243,"['plodding', 'poorly', 'written', 'murky', 'weakly', 'acted', 'picture', 'feel', 'everyone', 'making', 'lost', 'movie', 'mojo']",0
1244,"['notorious', 'c', 'h', 'cho', 'prof', 'stuff', 'stand', 'tall', 'pryor', 'carlin', 'murphy']",3
1245,"['near', 'end', 'take', 'whole', 'meaning']",2
1246,"['script', 'assumes', 'would', 'subtlety', 'lost', 'target', 'audience', 'also', 'stupid', 'realize', 'already', 'seen', 'exact', 'movie', 'hundred', 'time']",0
1247,"['linklater', 'fan', 'pretentious', 'type', 'want', 'appear', 'avant', 'garde', 'suck', 'project']",1
1248,"['one', 'surefire', 'way', 'get', 'nomination', 'best', 'foreign', 'film', 'oscar', 'make', 'movie', 'whimsical', 'folk', 'learn', 'nonchallenging', 'life', 'affirming', 'lesson', 'walking', 'around', 'foreign', 'city', 'stunning', 'architecture']",2
1249,"['plod', 'along', 'methodically', 'somehow', 'assumption', 'dead', 'wife', 'communicating', 'beyond', 'grave', 'framework', 'even', 'remotely', 'new', 'interesting']",1
1250,"['labute', 'ca', 'avoid', 'fatal', 'mistake', 'modern', 'era', 'changed', 'male', 'academic', 'lower', 'class', 'brit', 'american', 'choice', 'upset', 'novel', 'exquisite', 'balance', 'shred', 'fabric', 'film']",2
1251,"['virtual', 'roller', 'coaster', 'ride', 'glamour', 'sleaze']",2
1252,"['mostly', 'film', 'hectic', 'homiletic', 'two', 'part', 'exhausting', 'men', 'black', 'mayhem', 'one', 'part', 'family', 'value']",2
1253,"['might', 'want', 'take', 'reality', 'check', 'pay', 'full', 'ticket', 'price', 'see', 'simone', 'consider', 'dvd', 'rental', 'instead']",1
1254,"['boy', 'vividly', 'recall', 'cary', 'grant', 'room', 'one', 'houseboat', 'father', 'goose', 'affectionate', 'depiction', 'gentle', 'war', 'reluctant', 'irresponsible', 'man', 'kid', 'latch', 'onto']",2
1255,"['light', 'yet', 'engrossing', 'piece']",3
1256,"['problem', 'one', 'allows', 'churn', 'one', 'mediocre', 'movie', 'another']",0
1257,"['unpretentious', 'charming', 'quirky', 'original']",4
1258,"['janice', 'beard', 'falter', 'recycled', 'aspect', 'implausibility', 'sag', 'pace', 'rise', 'courageousness', 'comedic', 'employment']",3
1259,"['movie', 'padded', 'allen', 'jelly', 'belly']",1
1260,"['dazzling', 'dream', 'documentary']",4
1261,"['intelligently', 'made', 'beautifully', 'edited', 'picture', 'least', 'spark', 'life', 'say', 'plenty', 'movie', 'flow', 'hollywood', 'pipeline', 'without', 'hitch']",4
1262,"['unexplored', 'story', 'opportunity', 'punch', 'drunk', 'love', 'may', 'worked', 'maker', 'minimalist', 'intent', 'interesting', 'exercise', 'talented', 'writer', 'director', 'anderson']",3
1263,"['aspires', 'cracked', 'lunacy', 'adventure', 'buckaroo', 'banzai', 'thanks', 'astonishingly', 'witless', 'script', 'end', 'like', 'adventure', 'ford', 'fairlane']",1
1264,"['mariah', 'carey', 'give', 'u', 'another', 'peek', 'magic', 'saw', 'glitter', 'wisegirls']",3
1265,"['rock', 'solid', 'family', 'fun', 'gate', 'extremely', 'imaginative', 'wane', 'middle']",3
1266,"['clever', 'unflinching', 'comic', 'barb', 'slap', 'small', 'rewarding', 'comedy', 'take', 'aim', 'contemporary', 'southern', 'adolescence', 'never', 'let']",4
1267,"['scorpion', 'king', 'fun', 'conan', 'barbarian']",3
1268,"['pedro', 'rodrigues']",2
1269,"['college', 'story', 'work', 'even', 'without', 'vulgarity', 'sex', 'scene', 'cussing']",3
1270,"['cheesy', 'backdrop', 'ridiculous', 'action', 'sequence', 'many', 'tired', 'joke', 'men', 'heel']",0
1271,"['disquieting', 'relatively', 'gore', 'free', 'allusion', 'serial', 'murder', 'fall', 'attempt', 'humanize', 'subject']",1
1272,"['lame', 'romantic', 'comedy', 'unsympathetic', 'character', 'someone', 'would', 'likely', 'stupid', 'get', 'involved']",0
1273,"['downward', 'spiral', 'come', 'pas', 'auto', 'focus', 'bear', 'typical', 'junkie', 'opera']",1
1274,"['book', 'tape', 'market', 'film', 'kid', 'stay', 'picture', 'would', 'abridged', 'edition']",1
1275,"['wish', 'windtalker', 'faith', 'dramatic', 'potential', 'true', 'story']",2
1276,"['hour', 'half', 'wondering', 'sometimes', 'amusedly', 'sometimes', 'impatiently', 'strenuously', 'unconventional', 'movie', 'supposed', 'discover', 'answer', 'conventional']",1
1277,"['hate', 'madonna', 'within', 'film', 'first', 'five', 'minute', 'lack', 'skill', 'presence', 'regain', 'ground']",1
1278,"['ebullient', 'tunisian', 'film', 'startling', 'transformation', 'tradition', 'bound', 'widow', 'drawn', 'exotic', 'world', 'belly', 'dancing']",3
1279,"['frankenstein', 'mishmash', 'careen', 'dark', 'satire', 'cartoonish', 'slapstick', 'bartleby', 'performs', 'neither', 'one', 'well']",2
1280,"['something', 'entirely', 'convincing', 'quiet', 'american']",2
1281,"['chelsea', 'wall', 'case', 'many', 'chef', 'fussing', 'weak', 'recipe']",1
1282,"['though', 'filmed', 'partly', 'canada', 'paid', 'full', 'clever', 'way', 'capturing', 'inner', 'city', 'life', 'reagan', 'year']",3
1283,"['still', 'feel', 'like', 'prison', 'stretch']",1
1284,"['home', 'movie', 'gone', 'haywire', 'pretty', 'enjoyable', 'sexual', 'manifesto', 'rather', 'listen', 'old', 'torus', 'amos', 'record']",2
1285,"['ah', 'nuld', 'action', 'hero', 'day', 'might']",1
1286,"['gleefully', 'thumpingly', 'hyperbolic', 'term', 'cover', 'every', 'cliche', 'compendium', 'crass', 'jaded', 'movie', 'type', 'phony', 'baloney', 'movie', 'biz']",2
1287,"['sweetest', 'thing', 'leaf', 'bitter', 'taste']",0
1288,"['setup', 'air', 'leak', 'movie', 'flattening', 'momentum', 'hour', 'go']",2
1289,"['film', 'deliberately', 'lack', 'irony', 'genuine', 'dramatic', 'impact', 'play', 'like', 'powerful', 'drama', 'somehow', 'never', 'seen']",4
1290,"['art', 'film']",3
1291,"['satire', 'easy', 'genuinely', 'satisfying']",1
1292,"['gem', 'captured', 'unhurried', 'low', 'key', 'style', 'favored', 'many', 'director', 'iranian', 'new', 'wave']",2
1293,"['real', 'pleasure', 'laid', 'back', 'way']",4
1294,"['aloof', 'lack', 'real', 'raw', 'emotion', 'fatal', 'film', 'relies', 'personal', 'relationship']",0
1295,"['cruel', 'misanthropic', 'stuff', 'weak', 'claim', 'surrealism', 'black', 'comedy']",1
1296,['truth'],3
1297,"['symbol', 'float', 'like', 'butterfly', 'spinning', 'styx', 'sting', 'like', 'bee']",2
1298,"['going', 'give', 'marginal', 'thumb']",3
1299,"['otherwise', 'maybe']",2
1300,"['path', 'may', 'familiar', 'first', 'time', 'director', 'denzel', 'washington', 'top', 'notch', 'cast', 'manage', 'keep', 'thing', 'interesting']",3
1301,"['answered', 'yes', 'mean', 'enjoy', 'new', 'guy']",3
1302,"['throw', 'enough', 'clever', 'unexpected', 'twist', 'make', 'formula', 'feel', 'fresh']",4
1303,"['well', 'slightest', 'difficulty', 'accepting', 'role']",4
1304,"['premise', 'jason', 'x', 'silly', 'strangely', 'believable']",3
1305,"['ya', 'yas', 'everywhere', 'forgive', 'flaw', 'love', 'film']",3
1306,"['washington', 'strong', 'hand', 'keen', 'eye', 'sweet', 'spirit', 'good', 'taste', 'reflected', 'almost', 'every', 'scene']",4
1307,"['dumb', 'fun', 'curiously', 'adolescent', 'movie']",3
1308,"['cold', 'scattered', 'minority', 'report', 'command', 'interest', 'almost', 'solely', 'exercise', 'gorgeous', 'visuals']",2
1309,"['national', 'lampoon', 'van', 'wilder', 'may', 'aim', 'next', 'animal', 'house', 'closely', 'resembles', 'year', 'version', 'tomcat']",2
1310,"['well', 'made', 'indieflick', 'need', 'trim', 'chemistry', 'star']",3
1311,"['film', 'truly', 'rescue', 'funk', 'brother', 'motown', 'shadow']",2
1312,"['director', 'chris', 'wedge', 'screenwriter', 'michael', 'berg', 'michael', 'j', 'wilson', 'peter', 'ackerman', 'create', 'episode', 'rival', 'vintage', 'looney', 'tune', 'creative', 'mayhem', 'brief', 'amount', 'time']",3
1313,"['star', 'helped', 'give', 'spark', 'chasing', 'amy', 'changing', 'lane', 'fall', 'flat', 'thinking', 'man', 'cia', 'agent', 'jack', 'ryan', 'summer', 'new', 'action', 'film', 'sum', 'fear']",1
1314,"['playful', 'iranian', 'parable', 'openness', 'particularly', 'need', 'people', 'diverse', 'political', 'perspective', 'get', 'along', 'despite', 'ideological', 'difference']",3
1315,"['one', 'kind', 'movie']",2
1316,"['taste', 'fizz']",1
1317,"['control', 'alt', 'delete', 'simone', 'quickly', 'possible']",0
1318,"['strong', 'filmmaking', 'requires', 'clear', 'sense', 'purpose', 'oh', 'important', 'category', 'four', 'feather', 'come', 'short']",0
1319,"['enriched', 'strong', 'unforced', 'supporting', 'cast']",4
1320,"['nothing', 'overly', 'original', 'mind', 'solidly', 'entertaining']",3
1321,"['best', 'grand', 'scale', 'moviemaking', 'larger', 'life', 'figure', 'artist', 'awarded', 'mythic', 'status', 'contemporary', 'culture']",4
1322,"['funny', 'sick', 'twisted', 'sort', 'way']",3
1323,"['fun', 'real', 'howler']",3
1324,"['manipulative', 'feminist', 'empowerment', 'tale', 'thinly', 'posing', 'serious', 'drama', 'spousal', 'abuse']",1
1325,"['semi', 'autobiographical', 'film', 'sloppily', 'written', 'cast', 'believe', 'anyone', 'central', 'creation', 'bugsy', 'caterer', 'anything']",0
1326,['renner'],2
1327,"['violence', 'movie', 'remarkably', 'dull', 'caine', 'making', 'much', 'impression']",1
1328,"['trade', 'run', 'mill', 'revulsion', 'extreme', 'unease']",2
1329,"['powerful', 'voice', 'pop', 'cyber', 'culture', 'feed', 'bjorkness']",3
1330,"['like', 'many', 'western', 'action', 'film', 'thriller', 'loud', 'thoroughly', 'overbearing', 'heartfelt', 'concern', 'north', 'korea', 'recent', 'past', 'south', 'korea', 'future', 'add', 'much', 'needed', 'moral', 'weight']",3
1331,"['actor', 'fantastic']",4
1332,"['got', 'familiar', 'bruckheimer', 'element', 'schumacher', 'probably', 'good', 'job', 'anyone', 'bringing', 'hopkins', 'rock', 'collision', 'acting', 'style', 'onscreen', 'persona']",3
1333,"['trinity', 'assembly', 'approach', 'endeavor', 'shocking', 'lack', 'irony', 'george', 'ratliff', 'documentary', 'hell', 'house', 'reflects', 'earnestness', 'make', 'terrifying', 'film']",2
1334,"['becomes', 'last', 'thing', 'would', 'expect', 'film', 'title', 'indeed', 'plympton', 'film', 'boring']",1
1335,"['set', 'world', 'far', 'one', 'u', 'inhabit']",2
1336,"['call', 'cynic', 'something', 'awfully', 'deadly', 'movie', 'life', 'affirming', 'message']",1
1337,"['problem', 'difficult', 'movie', 'movie', 'ask', 'audience', 'meet', 'halfway', 'connect', 'dot', 'instead', 'thing', 'spelled']",2
1338,"['surrounding', 'u', 'hyper', 'artificiality', 'haynes', 'make', 'u', 'see', 'familiar', 'issue', 'like', 'racism', 'homophobia', 'fresh', 'way']",3
1339,"['though', 'frida', 'easier', 'swallow', 'julie', 'taymor', 'preposterous', 'titus', 'eye', 'candy', 'lack', 'considerable', 'brio']",1
1340,"['full', 'frontal', 'open', 'today', 'nationwide', 'could', 'almost', 'classified', 'movie', 'industry', 'satire', 'lack', 'generous', 'inclusiveness', 'genre', 'definitive', 'disingenuous', 'feature']",1
1341,"['humor', 'recognizably', 'plympton', 'actually', 'bothered', 'construct', 'real', 'story', 'time']",3
1342,"['drumline', 'show', 'level', 'young', 'black', 'manhood', 'funny', 'touching', 'smart', 'complicated']",4
1343,"['movie', 'filled', 'unlikable', 'spiteful', 'idiot', 'whether', 'friendship', 'salvaged', 'make', 'difference', 'least']",0
1344,"['insufferable', 'movie', 'meant', 'make', 'think', 'existential', 'suffering']",1
1345,"['sensitive', 'smart', 'savvy', 'compelling', 'coming', 'age', 'drama', 'delf', 'passive', 'aggressive', 'psychology', 'co', 'dependence', 'struggle', 'self', 'esteem']",4
1346,"['small', 'moment', 'flashback', 'add', 'much', 'trite', 'observation', 'human', 'condition']",1
1347,"['beautifully', 'observed', 'character', 'piece']",4
1348,"['though', 'inspires', 'field', 'creative', 'thought', 'film', 'detriment', 'much', 'cinematic', 'collage', 'polemical', 'tract']",2
1349,"['perhaps', 'grossest', 'movie', 'ever', 'made']",0
1350,"['good', 'job', 'establishing', 'time', 'place', 'telling', 'fascinating', 'character', 'story']",3
1351,"['fact', 'even', 'seem', 'like', 'tried']",0
1352,"['spare', 'yet', 'audacious']",2
1353,"['three', 'excellent', 'principal', 'singer', 'youthful', 'good', 'looking', 'diva', 'tenor', 'richly', 'handsome', 'location', 'enough', 'make', 'wish', 'jacquot', 'left', 'well', 'enough', 'alone', 'filmed', 'opera', 'without', 'distortion', 'perspective']",2
1354,"['several', 'scene', 'tacky', 'nonsense', 'wistful', 'testosterone', 'charged', 'wizardry', 'jerry', 'bruckheimer', 'production', 'especially', 'half', 'past', 'dead', 'like', 'rock', 'wal', 'mart', 'budget']",0
1355,"['could', 'someone', 'take', 'rob', 'schneider', 'switch', 'body', 'funny', 'person']",1
1356,"['formuliac', 'fun']",3
1357,"['might', 'acceptable', 'printed', 'page', 'iles', 'book', 'translate', 'well', 'screen']",0
1358,"['sight', 'spaceship', 'launching', 'pad', 'duly', 'impressive', 'imax', 'dimension', 'shot', 'astronaut', 'floating', 'cabin']",3
1359,"['hannibal', 'would', 'say', 'yes', 'like', 'old', 'friend', 'dinner']",3
1360,"['williams', 'absolutely', 'nail', 'sy', 'queasy', 'infatuation', 'overall', 'strangeness']",3
1361,"['paul', 'bettany', 'good', 'ultra', 'violent', 'gangster', 'wannabe', 'movie', 'certainly', 'number']",1
1362,"['kind', 'movie', 'need', 'watch', 'thirty', 'second', 'say', 'ah', 'yes', 'bad', 'bad', 'bad', 'movie']",0
1363,"['personally', 'rather', 'watch', 'animal', 'planet']",0
1364,"['lively', 'appeal', 'last', 'kiss', 'lie', 'ease', 'integrates', 'thoughtfulness', 'pasta', 'fagioli', 'comedy']",4
1365,"['annoying', 'orgy', 'excess', 'exploitation', 'point', 'go', 'nowhere']",0
1366,"['deeply', 'spiritual', 'film', 'tap', 'meaning', 'consolation', 'afterlife', 'communication']",3
1367,"['two', 'sign', 'night', 'shyamalan', 'debut', 'feature', 'sucked', 'give', 'mystic', 'genre', 'cinema', 'unbreakable', 'sign']",0
1368,"['filmmaker', 'try', 'balance', 'pointed', 'often', 'incisive', 'satire', 'unabashed', 'sweetness', 'result', 'sometimes', 'bracing', 'sometimes', 'baffling', 'quite', 'often', 'unexpected', 'way', 'touching']",3
1369,"['little', 'elaborate', 'conceit', 'setting', 'blood', 'soaked', 'tragedy', 'murderous', 'ambition', 'era', 'richard', 'nixon']",2
1370,"['go', 'girl', 'right', 'reality', 'drain']",1
1371,"['power', 'shanghai', 'ghetto', 'documentary', 'dana', 'janklowicz', 'mann', 'amir', 'mann', 'rest', 'voice', 'men', 'woman', 'lived']",3
1372,"['funny', 'touching']",3
1373,"['nothing', 'redeeming', 'movie']",0
1374,"['spectacular', 'performance', 'ahem', 'hope', 'acting']",3
1375,"['waterlogged', 'script', 'plumb', 'uncharted', 'depth', 'stupidity', 'incoherence', 'sub', 'sophomoric', 'sexual', 'banter']",0
